SITE_XN_ROUTE,LOC_LEG,DATE,TIME,SPEED,WHEELBASE,HEADWAY,GAP,RHO,DIRECTION
40003,70007,17/05/2021,05:52:54,19.9,1.0,2309.1,2308.0,1.0,S
40003,70007,17/05/2021,07:31:43,22.3,1.1,51.3,51.0,1.0,S
40003,70007,17/05/2021,07:35:59,23.8,1.0,255.7,255.5,1.0,S
40003,70007,17/05/2021,07:38:40,16.3,1.0,161.3,161.2,1.0,S
40003,70007,17/05/2021,07:40:21,20.9,1.0,100.4,100.2,1.0,S
40003,70007,17/05/2021,07:56:27,20.5,1.1,51.4,50.5,1.0,S
40003,70007,17/05/2021,08:02:46,21.9,1.0,379.2,379.1,1.0,S
40003,70007,17/05/2021,08:15:33,24.9,1.0,569.2,568.6,1.0,S
40003,70007,17/05/2021,08:16:54,17.8,1.0,80.7,80.5,1.0,S
40003,70007,17/05/2021,08:20:44,16.5,1.1,230.2,229.9,1.0,S
40003,70007,17/05/2021,08:20:45,17.4,1.1,1.0,0.7,1.0,S
40003,70007,17/05/2021,08:30:57,21.7,1.0,611.8,611.5,1.0,S
40003,70007,17/05/2021,08:36:54,15.7,1.0,14.1,13.6,1.0,S
40003,70007,17/05/2021,08:37:29,24.1,1.1,34.4,34.2,1.0,S
40003,70007,17/05/2021,08:40:27,22.6,1.0,178.3,178.1,1.0,S
40003,70007,17/05/2021,08:42:41,20.0,1.1,133.8,133.7,1.0,S
40003,70007,17/05/2021,08:49:51,14.4,1.0,253.8,253.5,1.0,S
40003,70007,17/05/2021,08:54:07,19.1,1.0,256.2,256.0,1.0,S
40003,70007,17/05/2021,09:15:15,19.9,1.0,28.1,27.8,1.0,S
40003,70007,17/05/2021,09:16:39,14.9,1.0,83.4,83.2,1.0,S
40003,70007,17/05/2021,09:39:37,17.6,1.1,1378.5,1378.3,1.0,S
40003,70007,17/05/2021,09:50:17,21.6,1.0,418.6,418.3,1.0,S
40003,70007,17/05/2021,09:51:12,19.4,1.1,55.2,55.0,1.0,S
40003,70007,17/05/2021,11:03:04,17.7,1.0,2255.8,2255.5,1.0,S
40003,70007,17/05/2021,11:07:47,14.5,1.1,283.8,283.6,1.0,S
40003,70007,17/05/2021,12:49:33,4.6,0.5,6105.4,6105.1,1.0,S
40003,70007,17/05/2021,14:02:39,18.7,1.0,4385.7,4385.3,1.0,S
40003,70007,17/05/2021,14:44:20,16.2,1.0,346.7,346.5,1.0,S
40003,70007,17/05/2021,15:58:23,16.0,1.0,329.1,328.8,1.0,S
40003,70007,17/05/2021,16:54:43,21.0,1.1,350.9,349.7,1.0,S
40003,70007,17/05/2021,17:42:47,19.4,1.0,20.4,20.1,1.0,S
40003,70007,17/05/2021,17:51:42,15.8,1.0,534.6,534.4,1.0,S
40003,70007,17/05/2021,17:59:38,16.9,1.0,476.3,476.1,1.0,S
40003,70007,17/05/2021,18:14:03,23.4,1.0,174.3,173.9,1.0,S
40003,70007,17/05/2021,18:26:35,16.5,1.0,751.7,751.5,1.0,S
40003,70007,17/05/2021,19:09:27,24.5,1.0,2008.5,2008.1,1.0,S
40003,70007,17/05/2021,19:29:11,22.1,1.1,1184.1,1184.0,1.0,S
40003,70007,17/05/2021,19:45:40,16.8,1.1,989.0,988.8,1.0,S
40003,70007,17/05/2021,20:27:35,20.3,1.0,2515.1,2514.9,1.0,S
40003,70007,18/05/2021,06:46:57,21.2,0.9,1619.1,1618.7,1.0,S
40003,70007,18/05/2021,07:02:22,19.7,1.0,93.5,93.5,1.0,S
40003,70007,18/05/2021,07:15:34,15.2,1.1,792.2,792.0,1.0,S
40003,70007,18/05/2021,07:29:57,15.0,1.0,301.4,301.0,1.0,S
40003,70007,18/05/2021,07:35:08,17.8,1.0,310.5,310.2,1.0,S
40003,70007,18/05/2021,07:36:09,20.6,1.1,61.0,60.8,1.0,S
40003,70007,18/05/2021,07:36:12,20.7,1.1,3.1,2.9,1.0,S
40003,70007,18/05/2021,07:37:51,16.7,1.0,99.1,98.9,1.0,S
40003,70007,18/05/2021,07:38:09,25.3,1.0,18.3,18.1,1.0,S
40003,70007,18/05/2021,07:49:01,18.8,1.0,651.8,651.7,1.0,S
40003,70007,18/05/2021,07:49:01,18.8,1.0,0.0,0.0,1.0,S
40003,70007,18/05/2021,07:52:09,23.6,1.0,188.1,187.7,1.0,S
40003,70007,18/05/2021,07:53:57,24.7,1.0,107.7,107.6,1.0,S
40003,70007,18/05/2021,07:54:10,25.7,1.1,12.8,12.7,1.0,S
40003,70007,18/05/2021,07:55:09,21.2,1.1,59.7,59.6,1.0,S
40003,70007,18/05/2021,08:00:04,22.3,1.0,294.2,294.0,1.0,S
40003,70007,18/05/2021,08:03:21,19.3,1.0,197.8,197.7,1.0,S
40003,70007,18/05/2021,08:05:43,27.3,1.0,141.4,141.2,1.0,S
40003,70007,18/05/2021,08:14:26,26.9,1.0,523.3,523.2,1.0,S
40003,70007,18/05/2021,08:15:29,19.4,1.0,62.8,62.6,1.0,S
40003,70007,18/05/2021,08:17:06,24.9,1.0,97.1,96.9,1.0,S
40003,70007,18/05/2021,08:26:19,19.9,1.0,233.9,233.5,1.0,S
40003,70007,18/05/2021,08:28:15,21.6,1.0,116.1,115.9,1.0,S
40003,70007,18/05/2021,08:29:56,22.6,1.0,101.5,101.4,1.0,S
40003,70007,18/05/2021,08:31:18,19.0,1.0,82.0,81.8,1.0,S
40003,70007,18/05/2021,08:32:13,20.8,1.1,35.5,35.2,1.0,S
40003,70007,18/05/2021,08:37:20,13.8,1.0,38.0,37.4,1.0,S
40003,70007,18/05/2021,08:37:22,14.9,1.1,1.5,1.2,1.0,S
40003,70007,18/05/2021,08:38:53,14.5,1.1,91.0,90.8,1.0,S
40003,70007,18/05/2021,08:58:22,16.4,1.0,708.8,708.6,1.0,S
40003,70007,18/05/2021,09:02:09,24.2,1.1,226.6,226.4,1.0,S
40003,70007,18/05/2021,09:04:14,18.5,1.0,125.3,125.1,1.0,S
40003,70007,18/05/2021,09:06:02,15.1,1.0,107.6,107.4,1.0,S
40003,70007,18/05/2021,09:30:25,21.3,1.0,67.8,67.5,1.0,S
40003,70007,18/05/2021,09:34:45,15.1,1.0,259.2,259.1,1.0,S
40003,70007,18/05/2021,09:36:26,22.4,1.0,101.6,101.3,1.0,S
40003,70007,18/05/2021,09:46:36,17.9,1.0,610.0,609.9,1.0,S
40003,70007,18/05/2021,09:57:44,18.6,1.0,667.7,667.5,1.0,S
40003,70007,18/05/2021,09:58:57,19.9,1.1,72.7,72.5,1.0,S
40003,70007,18/05/2021,10:14:30,21.3,1.1,384.7,384.5,1.0,S
40003,70007,18/05/2021,10:29:06,22.0,1.0,162.4,162.1,1.0,S
40003,70007,18/05/2021,11:29:09,8.9,1.0,3143.2,3142.9,1.0,S
40003,70007,18/05/2021,12:05:42,15.9,1.0,1388.1,1386.6,1.0,S
40003,70007,18/05/2021,12:43:42,19.2,1.0,156.0,155.4,1.0,S
40003,70007,18/05/2021,13:23:06,17.4,1.0,2254.9,2254.6,1.0,S
40003,70007,18/05/2021,14:08:24,20.0,1.0,1284.2,1283.9,1.0,S
40003,70007,18/05/2021,14:14:48,13.3,1.0,20.5,20.2,1.0,S
40003,70007,18/05/2021,14:17:02,17.4,1.1,134.3,134.0,1.0,S
40003,70007,18/05/2021,14:27:37,20.9,1.0,635.4,635.2,1.0,S
40003,70007,18/05/2021,15:01:21,18.2,1.0,143.1,141.8,1.0,S
40003,70007,18/05/2021,15:14:47,22.2,1.0,287.1,286.8,1.0,S
40003,70007,18/05/2021,15:19:39,17.7,1.0,291.1,290.9,1.0,S
40003,70007,18/05/2021,15:23:36,18.1,1.0,237.1,236.9,1.0,S
40003,70007,18/05/2021,15:23:39,17.5,1.0,3.6,3.4,1.0,S
40003,70007,18/05/2021,15:54:09,20.7,1.1,1590.3,1590.0,1.0,S
40003,70007,18/05/2021,16:01:19,19.5,1.0,430.8,430.6,1.0,S
40003,70007,18/05/2021,16:05:08,21.0,1.0,229.1,228.9,1.0,S
40003,70007,18/05/2021,16:21:18,23.8,1.0,969.2,969.1,1.0,S
40003,70007,18/05/2021,16:23:34,21.7,1.1,136.7,136.5,1.0,S
40003,70007,18/05/2021,16:42:14,16.8,1.0,1119.4,1119.3,1.0,S
40003,70007,18/05/2021,17:09:28,17.8,1.0,66.9,66.5,1.0,S
40003,70007,18/05/2021,17:22:13,25.1,1.0,5.0,4.6,1.0,S
40003,70007,18/05/2021,17:36:29,16.7,1.1,184.0,183.7,1.0,S
40003,70007,18/05/2021,17:43:06,19.9,1.0,397.2,397.0,1.0,S
40003,70007,18/05/2021,17:43:32,16.3,1.1,25.9,25.8,1.0,S
40003,70007,18/05/2021,18:09:05,24.7,1.0,1121.6,1121.3,1.0,S
40003,70007,18/05/2021,18:30:57,22.6,1.1,1258.9,1258.6,1.0,S
40003,70007,18/05/2021,18:31:24,14.7,1.1,27.5,27.3,1.0,S
40003,70007,18/05/2021,18:45:15,23.7,1.0,830.4,830.1,1.0,S
40003,70007,18/05/2021,20:00:00,18.2,1.1,4485.2,4485.0,1.0,S
40003,70007,18/05/2021,20:04:25,21.9,1.1,264.6,264.3,1.0,S
40003,70007,18/05/2021,21:42:43,15.8,1.0,5898.1,5897.9,1.0,S
40003,70007,18/05/2021,22:08:06,21.7,1.0,1523.5,1523.3,1.0,S
40003,70007,19/05/2021,05:37:08,20.2,1.0,424.5,423.3,1.0,S
40003,70007,19/05/2021,07:04:34,18.0,1.0,2488.0,2487.8,1.0,S
40003,70007,19/05/2021,07:10:09,16.3,1.1,15.7,15.4,1.0,S
40003,70007,19/05/2021,07:15:50,19.9,1.1,340.5,340.3,1.0,S
40003,70007,19/05/2021,07:20:56,19.7,1.0,306.5,306.3,1.0,S
40003,70007,19/05/2021,07:25:49,23.9,1.1,292.8,292.6,1.0,S
40003,70007,19/05/2021,07:28:28,23.0,1.1,159.4,159.2,1.0,S
40003,70007,19/05/2021,07:34:19,26.0,1.0,351.0,350.9,1.0,S
40003,70007,19/05/2021,07:36:53,21.5,1.0,153.5,153.4,1.0,S
40003,70007,19/05/2021,07:40:44,19.0,1.0,230.8,230.7,1.0,S
40003,70007,19/05/2021,07:44:51,19.4,1.1,246.8,246.6,1.0,S
40003,70007,19/05/2021,07:45:10,18.7,1.0,19.3,19.1,1.0,S
40003,70007,19/05/2021,07:46:27,24.9,1.0,77.4,77.2,1.0,S
40003,70007,19/05/2021,07:53:37,26.8,1.0,91.0,88.2,1.0,S
40003,70007,19/05/2021,07:56:50,18.0,1.0,193.5,193.3,1.0,S
40003,70007,19/05/2021,07:57:19,18.7,1.0,29.2,29.0,1.0,S
40003,70007,19/05/2021,07:57:31,17.2,1.0,11.5,11.3,1.0,S
40003,70007,19/05/2021,08:04:20,23.0,1.1,299.0,298.3,1.0,S
40003,70007,19/05/2021,08:05:31,8.8,0.3,70.8,70.6,1.0,S
40003,70007,19/05/2021,10:40:14,25.2,1.1,65.8,65.2,1.0,S
40003,70007,19/05/2021,10:43:41,20.2,1.0,206.6,206.4,1.0,S
40003,70007,19/05/2021,11:42:42,23.9,1.1,3541.4,3541.2,1.0,S
40003,70007,19/05/2021,11:58:23,12.5,1.0,894.0,894.0,1.0,S
40003,70007,19/05/2021,12:16:09,17.2,1.0,1065.8,1065.5,1.0,S
40003,70007,19/05/2021,12:20:54,21.3,1.0,284.8,284.6,1.0,S
40003,70007,19/05/2021,12:33:44,30.5,1.2,59.7,59.4,1.0,S
40003,70007,19/05/2021,13:24:30,22.0,1.0,1218.0,1217.7,1.0,S
40003,70007,19/05/2021,14:02:10,24.4,1.0,1922.9,1922.4,1.0,S
40003,70007,19/05/2021,15:27:19,17.4,1.0,560.1,559.8,1.0,S
40003,70007,19/05/2021,15:49:29,14.6,1.1,341.0,340.6,1.0,S
40003,70007,19/05/2021,15:58:55,21.1,1.0,566.1,565.8,1.0,S
40003,70007,19/05/2021,16:28:22,25.0,1.0,347.0,346.6,1.0,S
40003,70007,19/05/2021,17:02:28,21.2,1.1,654.4,654.1,1.0,S
40003,70007,19/05/2021,17:22:36,15.4,1.1,1208.1,1208.0,1.0,S
40003,70007,19/05/2021,17:23:15,9.4,1.1,38.8,38.5,1.0,S
40003,70007,19/05/2021,17:24:41,18.9,1.0,65.8,65.5,1.0,S
40003,70007,19/05/2021,17:28:36,20.3,1.1,235.1,234.9,1.0,S
40003,70007,19/05/2021,18:02:03,14.4,1.0,325.4,325.1,1.0,S
40003,70007,19/05/2021,18:54:32,16.3,1.0,564.5,564.2,1.0,S
40003,70007,19/05/2021,19:00:54,22.8,1.1,263.9,263.9,1.0,S
40003,70007,19/05/2021,19:14:09,17.8,0.9,794.9,794.8,1.0,S
40003,70007,19/05/2021,19:29:26,19.6,1.0,917.1,917.0,1.0,S
40003,70007,19/05/2021,19:36:10,13.7,1.0,404.4,404.2,1.0,S
40003,70007,19/05/2021,20:19:04,19.4,1.0,2573.8,2573.6,1.0,S
40003,70007,19/05/2021,21:05:41,25.8,1.0,2797.2,2797.1,1.0,S
40003,70007,19/05/2021,21:41:15,23.7,1.0,2133.7,2133.6,1.0,S
40003,70007,20/05/2021,07:27:06,24.5,1.0,665.6,665.3,1.0,S
40003,70007,20/05/2021,07:49:54,21.5,1.0,1368.0,1367.9,1.0,S
40003,70007,20/05/2021,07:55:04,20.8,1.0,309.5,309.3,1.0,S
40003,70007,20/05/2021,07:55:20,22.0,1.0,16.5,16.3,1.0,S
40003,70007,20/05/2021,07:55:42,17.4,1.0,22.1,21.9,1.0,S
40003,70007,20/05/2021,07:55:42,17.4,1.0,0.0,0.0,1.0,S
40003,70007,20/05/2021,07:59:53,13.8,1.0,251.0,250.5,1.0,S
40003,70007,20/05/2021,08:00:11,21.0,1.0,17.6,17.4,1.0,S
40003,70007,20/05/2021,08:06:42,22.6,1.1,391.4,391.2,1.0,S
40003,70007,20/05/2021,08:12:46,8.6,0.3,363.1,362.9,1.0,S
40003,70007,20/05/2021,08:12:47,9.2,1.0,1.7,1.6,0.75,S
40003,70007,20/05/2021,08:16:45,22.5,1.0,126.1,126.1,1.0,S
40003,70007,20/05/2021,08:17:08,18.4,1.0,23.3,23.2,1.0,S
40003,70007,20/05/2021,08:17:32,16.9,1.0,23.4,23.2,1.0,S
40003,70007,20/05/2021,08:18:57,23.2,1.0,85.7,85.5,1.0,S
40003,70007,20/05/2021,08:19:34,25.6,1.1,37.0,36.9,1.0,S
40003,70007,20/05/2021,08:21:47,24.9,1.0,132.9,132.7,1.0,S
40003,70007,20/05/2021,08:22:14,23.4,1.0,27.0,26.9,1.0,S
40003,70007,20/05/2021,08:27:37,19.6,1.1,35.1,34.9,1.0,S
40003,70007,20/05/2021,08:28:30,25.6,1.0,53.3,53.1,1.0,S
40003,70007,20/05/2021,08:29:31,21.7,1.0,61.3,61.2,1.0,S
40003,70007,20/05/2021,08:31:56,16.7,1.0,145.3,145.2,1.0,S
40003,70007,20/05/2021,08:34:06,16.4,1.1,129.7,129.5,1.0,S
40003,70007,20/05/2021,08:34:07,16.8,1.1,1.1,0.8,1.0,S
40003,70007,20/05/2021,08:35:43,17.2,1.1,95.8,95.6,1.0,S
40003,70007,20/05/2021,08:46:04,19.6,1.0,43.1,41.8,1.0,S
40003,70007,20/05/2021,08:47:44,17.2,1.0,100.6,100.4,1.0,S
40003,70007,20/05/2021,08:51:33,19.8,1.0,136.5,136.3,1.0,S
40003,70007,20/05/2021,08:52:50,17.5,1.0,76.9,76.7,1.0,S
40003,70007,20/05/2021,08:55:43,17.8,1.0,60.9,60.4,1.0,S
40003,70007,20/05/2021,08:55:45,16.8,1.0,1.9,1.8,1.0,S
40003,70007,20/05/2021,09:05:36,23.0,1.0,200.7,200.5,1.0,S
40003,70007,20/05/2021,09:08:53,17.0,1.0,197.0,196.9,1.0,S
40003,70007,20/05/2021,09:08:56,24.0,1.2,3.4,3.2,1.0,S
40003,70007,20/05/2021,12:35:48,19.2,1.0,2343.6,2343.3,1.0,S
40003,70007,20/05/2021,13:40:20,27.4,1.0,783.3,783.3,1.0,S
40003,70007,20/05/2021,13:58:59,18.2,1.1,1118.1,1118.0,1.0,S
40003,70007,20/05/2021,14:15:11,21.1,1.0,634.8,634.5,1.0,S
40003,70007,20/05/2021,15:13:58,16.4,1.0,1190.4,1189.2,1.0,S
40003,70007,20/05/2021,15:14:09,15.1,1.0,10.3,10.1,1.0,S
40003,70007,20/05/2021,15:15:25,30.9,1.0,76.0,75.8,1.0,S
40003,70006,20/05/2021,15:25:45,9.4,1.0,144.6,144.1,1.0,N
40003,70006,20/05/2021,15:40:56,17.3,1.1,910.8,910.4,1.0,N
40003,70007,20/05/2021,16:17:44,21.5,1.1,559.2,558.7,1.0,S
40003,70007,20/05/2021,16:33:58,7.3,0.2,89.2,89.0,1.0,S
40003,70007,20/05/2021,16:50:02,21.7,1.0,338.2,338.0,1.0,S
40003,70007,20/05/2021,17:10:05,14.3,1.0,194.7,194.5,1.0,S
40003,70007,20/05/2021,17:12:55,10.3,1.1,170.6,170.3,1.0,S
40003,70007,20/05/2021,17:54:00,15.9,1.0,82.0,81.6,1.0,S
40003,70007,20/05/2021,18:26:53,23.0,1.0,984.8,983.8,1.0,S
40003,70007,20/05/2021,18:29:29,20.9,1.0,155.5,155.4,1.0,S
40003,70007,20/05/2021,18:33:32,26.7,1.0,243.1,242.9,1.0,S
40003,70007,20/05/2021,18:50:27,22.7,1.0,1015.4,1015.3,1.0,S
40003,70007,20/05/2021,20:37:16,29.0,1.0,1736.3,1735.9,1.0,S
40003,70007,20/05/2021,21:23:49,20.4,1.0,2793.3,2793.2,1.0,S
40003,70007,20/05/2021,21:32:53,21.7,1.0,544.1,543.9,1.0,S
40003,70007,20/05/2021,21:38:41,25.0,1.0,347.3,347.2,1.0,S
40003,70007,20/05/2021,21:55:24,16.5,1.0,1002.9,1002.7,1.0,S
40003,70007,20/05/2021,22:57:20,24.4,1.1,3716.0,3715.7,1.0,S
40003,70007,21/05/2021,06:03:09,25.9,1.0,1912.6,1911.4,1.0,S
40003,70007,21/05/2021,07:10:03,26.9,1.0,4014.1,4014.0,1.0,S
40003,70007,21/05/2021,07:14:47,11.4,0.7,284.6,284.5,1.0,S
40003,70007,21/05/2021,07:23:34,13.4,1.0,526.8,526.6,1.0,S
40003,70007,21/05/2021,07:27:04,17.8,1.0,209.9,209.6,1.0,S
40003,70007,21/05/2021,07:35:58,16.2,1.0,534.2,534.0,1.0,S
40003,70007,21/05/2021,07:54:33,13.6,1.1,1114.2,1113.9,1.0,S
40003,70007,21/05/2021,07:55:23,25.2,1.1,50.8,50.5,1.0,S
40003,70007,21/05/2021,07:57:31,22.6,1.0,127.9,127.8,1.0,S
40003,70007,21/05/2021,07:57:59,23.4,1.0,27.6,27.4,1.0,S
40003,70007,21/05/2021,08:00:15,23.1,1.1,136.0,135.8,1.0,S
40003,70007,21/05/2021,08:00:46,23.0,1.1,30.7,30.5,1.0,S
40003,70007,21/05/2021,08:03:04,18.3,1.1,138.8,138.6,1.0,S
40003,70007,21/05/2021,08:18:37,20.8,1.1,50.2,49.5,1.0,S
40003,70007,21/05/2021,08:26:01,21.2,1.0,205.6,205.2,1.0,S
40003,70007,21/05/2021,08:27:06,24.1,1.1,61.5,61.2,1.0,S
40003,70007,21/05/2021,08:30:21,22.4,1.0,194.3,194.2,1.0,S
40003,70007,21/05/2021,08:31:36,20.1,1.0,74.8,74.7,1.0,S
40003,70007,21/05/2021,08:42:29,21.4,1.0,85.2,83.9,1.0,S
40003,70007,21/05/2021,09:05:15,18.6,1.1,693.7,693.4,1.0,S
40003,70007,21/05/2021,09:17:52,12.0,1.0,757.4,757.2,1.0,S
40003,70007,21/05/2021,09:18:22,22.4,1.0,7.4,7.0,1.0,S
40003,70007,21/05/2021,09:27:29,17.6,1.0,546.8,546.7,1.0,S
40003,70007,21/05/2021,09:29:57,20.7,1.0,147.7,147.5,1.0,S
40003,70007,21/05/2021,09:38:04,22.7,1.0,52.5,52.2,1.0,S
40003,70007,21/05/2021,10:18:39,23.0,1.0,1853.5,1852.9,1.0,S
40003,70007,21/05/2021,10:44:42,16.4,1.0,1562.6,1562.5,1.0,S
40003,70007,21/05/2021,10:44:42,16.5,1.0,0.8,0.5,1.0,S
40003,70007,21/05/2021,10:54:08,12.3,1.1,449.5,449.2,1.0,S
40003,70007,21/05/2021,11:16:54,11.3,1.2,967.8,967.4,1.0,S
40003,70007,21/05/2021,11:19:08,21.8,1.1,134.3,134.0,1.0,S
40003,70007,21/05/2021,11:47:42,16.4,1.0,1713.3,1713.1,1.0,S
40003,70007,21/05/2021,11:47:42,15.8,1.1,0.5,0.3,1.0,S
40003,70007,21/05/2021,11:56:37,14.7,1.1,159.0,159.0,1.0,S
40003,70007,21/05/2021,13:26:16,21.5,1.0,2698.2,2697.7,1.0,S
40003,70007,21/05/2021,13:37:09,19.5,1.1,652.8,652.6,1.0,S
40003,70007,21/05/2021,15:05:52,21.3,1.0,55.4,55.0,1.0,S
40003,70007,21/05/2021,15:21:27,17.0,1.0,935.1,934.9,1.0,S
40003,70007,21/05/2021,15:39:43,18.1,1.0,176.7,176.2,1.0,S
40003,70007,21/05/2021,15:41:32,21.2,1.0,108.6,108.4,1.0,S
40003,70007,21/05/2021,16:38:03,25.8,1.1,245.0,244.0,1.0,S
40003,70007,21/05/2021,16:41:13,18.3,1.0,79.8,79.5,1.0,S
40003,70007,21/05/2021,17:14:16,21.5,1.0,448.7,448.4,1.0,S
40003,70007,21/05/2021,17:14:38,15.8,1.1,21.4,21.2,1.0,S
40003,70007,21/05/2021,17:30:21,14.1,1.1,654.8,654.5,1.0,S
40003,70007,21/05/2021,17:34:09,22.4,1.1,207.7,207.3,1.0,S
40003,70007,21/05/2021,17:38:04,10.2,0.2,234.6,234.5,1.0,S
40003,70007,21/05/2021,17:40:14,25.5,1.0,47.7,47.4,1.0,S
40003,70007,21/05/2021,17:59:53,20.3,1.0,1103.0,1102.7,1.0,S
40003,70007,21/05/2021,18:29:20,16.4,1.0,865.2,864.9,1.0,S
40003,70007,21/05/2021,18:39:46,21.7,1.0,625.5,625.3,1.0,S
40003,70007,21/05/2021,18:53:01,21.6,1.1,531.0,530.5,1.0,S
40003,70007,21/05/2021,19:15:46,23.3,1.0,1364.5,1364.3,1.0,S
40003,70007,21/05/2021,19:39:19,27.7,1.1,1413.6,1413.5,1.0,S
40003,70006,21/05/2021,20:26:42,14.3,1.0,10349.8,10349.2,1.0,N
40003,70007,21/05/2021,21:15:36,17.7,1.1,1352.2,1352.1,1.0,S
40003,70007,21/05/2021,23:23:27,22.7,1.0,1913.4,1913.0,1.0,S
